HFPO-DA(GEN X);PFBA;PFBS;PFDA;PFHpA;PFHxA;PFHxS;PFNA;PFOA;PFOS;Sum PFAS-4
;0.005;0.004;;0.002;0.007;0.0005;;0.007;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.007;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.007;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.007;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.007;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.0067;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.00663;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.0066;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.00659;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.0065;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.0064;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.0061;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.005;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.0048;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.0048;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.0047;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.0046;
;0.005;0.004;;0.002;0.007;0.0005;;0.006;0.0045;
;0.005;0.004;;0.002;0.00639;0.0005;;0.006;0.0045;
;0.00495;0.004;;0.002;0.006;0.0005;;0.006;0.0045;
;0.004;0.004;;0.002;0.006;0.0005;;0.006;0.0044;
;0.004;0.004;;0.002;0.006;0.0005;;0.006;0.0043;
;0.004;0.004;;0.002;0.006;0.0005;;0.006;0.0043;
;0.004;0.004;;0.002;0.006;0.0005;;0.006;0.0042;
;0.004;0.00375;;0.002;0.006;0.0005;;0.006;0.0042;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.0041;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.0041;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.0041;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.002;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.0014;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.00104;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.006;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.0059;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.0059;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.00581;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.0058;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.0055;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.0054;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.00528;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.00526;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.0051;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.006;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.004;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.0031;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.004;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.00399;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0038;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0037;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0037;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0037;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0037;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0037;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0037;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0036;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0036;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.00352;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0035;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0035;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0035;
;0.003;0.003;;0.001;0.005;0.0005;;0.005;0.0035;
;0.003;0.003;;0.00095;0.005;0.0005;;0.005;0.0034;
;0.003;0.003;;0.00095;0.005;0.0005;;0.005;0.0034;
;0.003;0.003;;0.00095;0.005;0.0005;;0.005;0.0034;
;0.003;0.003;;0.0005;0.005;0.0005;;0.005;0.0033;
;0.003;0.003;;0.0005;0.005;0.0005;;0.005;0.0033;
;0.003;0.003;;0.0005;0.005;0.0005;;0.005;0.00328;
;0.003;0.003;;0.0005;0.005;0.0005;;0.005;0.0032;
;0.003;0.003;;0.0005;0.005;0.0005;;0.005;0.0032;
;0.003;0.00245;;0.0005;0.005;0.0005;;0.005;0.0032;
;0.003;0.0022;;0.0005;0.005;0.0005;;0.005;0.0032;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.0031;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.0031;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.0031;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.0031;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.005;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.005;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.0049;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.00485;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.00481202;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.0046;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.0044;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.0041;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.003;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.003;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0029;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0029;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0029;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0029;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0029;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0029;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.00284;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0028;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0028;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0028;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0028;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0027;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0027;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0027;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0026;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.004;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.0036;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.0033;0.0005;;0.004;0.0025;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0024;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0024;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0024;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0024;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0024;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0022;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0021;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0021;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.0021;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.004;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.0039;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.0039;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.0038;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.0035;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.0033;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.0032;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.00303;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
;0.002;0.002;;0.0005;0.003;0.0005;;0.003;0.002;
